name,location,industry,description,followers,linkedin_url
STO CustomCoin Platform,"Zürich, Zürich",Computer Hardware Manufacturing,Blockchain platform for construction companies. Cryptobank. Token for the builder. Linking cryptocurrency to Fiat • Specialties: Crypto-currency,582 followers,https://www.linkedin.com/company/ico-customcoin-platform/
SHAREKEY Swiss AG,Zug,Data Security Software Products,"...organisation, from any location on any device.  Built as an open source crypto wallet, with SHAREKEY, the encryption keys are fully decentralised, always on the users...",388 followers,https://www.linkedin.com/company/sharekey/
RedStone,Baar,IT Services and IT Consulting,...storage with a permanent audit trail of crypto and real world data feeds.,406 followers,https://www.linkedin.com/company/redstone-finance/
Ardor Blockchain,"Lugano, Ticino",Software Development,Scalable Blockchain-as-a-Service platform developed by Jelurida • Specialties: Crypto,565 followers,https://www.linkedin.com/company/ardor-blockchain/
NOMA Tokenomics,"Lausanne, Vaud",Blockchain Services,...#Binance #tokenization #crypto #web3 #finance #valuation #token #engineering #metaverse,417 followers,https://www.linkedin.com/company/nomatokenomics/
Cryptectum,"Widnau, Sankt Gallen",Real Estate,Specialties: Crypto,600 followers,https://www.linkedin.com/company/cryptectum/
Global Cybersecurity Association - GCA,"Zürich, ZURICH",Computer and Network Security,"...-streamed around the world from Zürich, Switzerland, a leading global financial center, home to many of the world’s large corporates and to the booming Crypto...",643 followers,https://www.linkedin.com/company/global-cybersecurity-association/
Virtualia Interactive Technologies,"Paris, Île-de-France","Technology, Information and Media","One ecosystem
fuelling hybrid and virtual worlds 
with the means of blockchain, AI, VRAR, IoT and 5G • Specialties: Crypto exchange",574 followers,https://www.linkedin.com/company/virtualia-interactive-technologies/
FinchTrade,Zug,Financial Services,Swiss-based digital asset liquidity provider,530 followers,https://www.linkedin.com/company/finchtrade/
keycount,"Zürich, Zürich",Financial Services,...a small portion of each transaction goes to a freely selectable impact partner.   This solution gives everyone the freedom to choose his bank or crypto accounts...,972 followers,https://www.linkedin.com/company/keycount/
Cryptomonnaie.trading,"Suisse, BE",Financial Services,"Buy, Sell and Exchange Cryptocurrencies • Specialties: crypto",883 followers,https://www.linkedin.com/company/cryptomonnaie-trading/
Blocktoring,"Vevey, Switzerland",Fundraising,"...its ability to offer users a full suite of features whether it’s a business succession, investing, transferring capital, receiving dividends, spending crypto with a credit/debit card, or exchanging your Crypto into Stablecoins and much more.  Our mission is to successfully bring together companies and investors in a...",1K followers,https://www.linkedin.com/company/blocktoring/
CRYPTOGARTEN,"Zug, 6300",Information Services,#Crypto | #Bitcoin | #Blockchain | #DeFi,866 followers,https://www.linkedin.com/company/cryptogarten/
Bochsler Finance,Zug,IT Services and IT Consulting,"Bochsler Finance is a Swiss-based consulting firm specializing in the blockchain industry. Together with our partners, we envisage ideas and develop innovative solutions for companies that want to deploy their applications on blockchain. Our team has a solid background of practice that combines crypto consulting...",784 followers,https://www.linkedin.com/company/bochslerfinance/
Rubinstein & Schmiedel,"Wollerau, Schwyz",Information Technology & Services,...successfully apply our trading systems to global financial markets as well as the crypto-currency ecosystem and provide our partners with impressive returns...,844 followers,https://www.linkedin.com/company/rubinstein-schmiedel/
Cloudname,"Wollerau, Schwyz",Internet Publishing,".... Domainers can list and sell domains or buy them, either in Crypto and FIAT currency.  For us, service is key. Our team makes sure that we meet every investor with a...",987 followers,https://www.linkedin.com/company/cloud-name/
🌎 Lugano Translations,Taipei,Translation and Localization,"Specializing in East Asian and Western European languages. Direct translations (without using an intermediate language) between French, Italian, German, Spanish, English, Chinese, Korean, Japanese, and more.   📌 General Business translations  📌 Blockchain/Crypto-related translations 📌 Legal translations...",867 followers,https://www.linkedin.com/company/lugano-translations/
Aisot Technologies AG,Zurich,Software Development,AI for next generation Asset & Wealth Management • Specialties: crypto,679 followers,https://www.linkedin.com/company/aisot-technologies/
Swarm,Neuchâtel,"Technology, Information and Internet",Storage and Communication for a Sovereign Digital Society • Specialties: crypto,618 followers,https://www.linkedin.com/company/ethereum-swarm/
Swiss Blockchain Boutique,Zug,Computer Networking Products,We provide tailor-made solutions that help our clients to make the most out  of their crypto investments.,22 followers,https://www.linkedin.com/company/swiss-blockchain-boutique/
Lux Management Consulting GmbH,Zug,Business Consulting and Services,"Lux Management Consulting GmbH is based in Zug, Switzerland. In the heart of the, so called, crypto valley. We consult startups and fast growing companies...",27 followers,https://www.linkedin.com/company/lux-management-consulting-gmbh/
Block Of Ether,"Leipzig , Saxon",IT Services and IT Consulting,Web3 | Ethereum | Blockchain | Guidance & Learning • Specialties: Crypto,23 followers,https://www.linkedin.com/company/block-of-ether/
CryptoChill,Zug,Financial Services,"...-needed flexibility when integrating crypto payments into their current systems, helping them become more cost-effective and giving them a wider choice...",23 followers,https://www.linkedin.com/company/cryptochill/
PayVX,Zurich,Financial Services,"PayVX ICO Leading Escrow Crypto Currency. The world's simplest, fastest and most secure payment technology.",31 followers,https://www.linkedin.com/company/payvx/
In The Clouds - Web 3.0 Talk Show,Geneva,Broadcast Media Production and Distribution,"...Partners and Co-Executive Director of the Crypto Valley Association, Sheraz Ahmed. The new venture will build on the already established working relationship...",36 followers,https://www.linkedin.com/company/in-the-clouds/
Digit8 Group Ltd,Neuchâtel,Information Technology & Services,"WEB 3.0 ACCESSIBLE TO EVERYONE
Digit8 is a Swiss company based in Neuchâtel.
NFT, Smart Contracts, Blockchain Technology • Specialties: Crypto",13 followers,https://www.linkedin.com/company/digit8-group-ltd/
Xnotes,"Geneva, Geneva",IT Services and IT Consulting,"Xnotes is the first enterprise-grade blockchain technology. Xnotes has no pre-defined crypto-currency and features configurable/interoperable assets, built-in trust management, workflow-based processing logics, hashgraph-based distributed ledgers. By helping enterprises develop Xnotes-enabled platforms, web apps...",17 followers,https://www.linkedin.com/company/xnotes/
ATRY,Zug,Spectator Sports,...participants and generate business among all from this new economic flow around the sports team. WELCOME TO THE CRYPTO SPORTS ECONOMY.,34 followers,https://www.linkedin.com/company/atry/
Fridli Mining,Glarus,"Technology, Information and Internet","...the Swiss crypto market. We offer a neutral platform on which everyone can mine the so-called ""digital gold""​ themselves. Even the absolute layman can become a crypto...",17 followers,https://www.linkedin.com/company/fridlimining/
Securosys SA Products,Zurich,Computer Networking Products,"...crypto assets, private keys, and a safe execution of blockchain protocols. That is why we have expanded our existing product line of high security hardware to the blockchain and crypto sphere.",31 followers,https://www.linkedin.com/company/securosys-sa-products/
add zemp,Zürich,Advertising Services,"..., Metalkonzerte, Blockchain und Crypto, Segeln, lovely Ljubljana <3",26 followers,https://www.linkedin.com/company/add-zemp/
Firebird,"Zug, Switzerland",Financial Services,"...deflationary like the other crypto “currencies”. Now also imagine that the supply of such a currency self-adjusts to reflect the real activity in the economy, unclouded...",21 followers,https://www.linkedin.com/company/firebird-auction/
Freya Alpha,Aarau,Financial Services,"Freya Alpha engineers quantitatively-tested Trading Funds for multiple asset classes like Forex, Stocks, Crypto, ETFs. Our DNA is feminine, trustworthiness and we uphold high ethical standards while we create an edge for our clients.",24 followers,https://www.linkedin.com/company/freya-alpha/
UniCryp Green Mining,"Zug, Zug",IT Services and IT Consulting,We want to change the environmental impact of crypto mining.  For a green future of crypto currencies.,15 followers,https://www.linkedin.com/company/uni-cryp-green-mining/
FluidTokens,"Zug, ZG",Blockchain Services,"Our B2C branch focuses on creating a cross-chain DeFi ecosystem to leverage crypto tokens, NFTs and stablecoins. Our B2B branch helps traditional businesses to go web3 with their services and assets.  In other words, we are creating a safe network that allows people and institutions to use their real world assets on...",4 followers,https://www.linkedin.com/company/fluidtokens/
AlpenX,Zug,Business Consulting and Services,"AlpenX is a digital innovation farm based in Zug, Swiss crypto valley, that invests in early stage fintech and blockchain projects, providing them with guidance and financial resources to unlock their full potential.",23 followers,https://www.linkedin.com/company/alpenx/
Actalize Digital Assets,Geneva,Funds and Trusts,#Crypto fund with market beating strategies  📈,22 followers,https://www.linkedin.com/company/actalize/
TRINITY HOLISTIC WELLBEING INC,ZURICH,Wellness and Fitness Services,Holistic Wellbeing and PYSCHOLOGY • Specialties: CRYPTO AND BITCOIN,11 followers,https://www.linkedin.com/company/trinityholisticwellbeing/
uConektPay,"Pfäffikon, Schwyz",Financial Services,...platform allow merchants to provide the possible product for their customers.  uConektPAY provides a customizable solution for B2B companies managing crypto currencies...,24 followers,https://www.linkedin.com/company/uconektpay/
CAM Schweiz AG,Glattbrugg,Investment Management,"Die Crypto Asset Management Schweiz ist ein in Zürich ansässiger Vermögensverwalter welcher sich auf den Bereich Kryptowährungen spezialisiert hat.   Wir sehen es als unsere Aufgabe unseren Kunden einfach und kompetent einen Einstieg in die Blockchain Welt zu ermöglichen, um von einem aufstrebenden Markt zu...",1K followers,https://www.linkedin.com/company/cam-schweiz-ag/
